Datum,Förbrukning Mwh exkl. avk.last,Förbrukning Mwh >50 MW,Avkopplingsb. last,Timmätta förluster,ospec_prod,vattenkraft_prod,vindkraft_prod,karnkraft_prod,varmekraft_prod,solkraft_prod,Schablonleverans förbrukning,Schablonleverans förluster,total_produktion,total_forbrukning,Day-ahead Price [EUR/MWh]
28.3.2022 7:00,6460,760,16.42,315,4.67,640,2666,6916,639,35.28,2974,252.5,10900.95,10777.92,29.7
28.3.2022 8:00,6479,770,14.36,337,4.55,634,2630,6919,617,79.327,2930,249.5,10883.877,10779.86,30.9
28.3.2022 9:00,6480,777,13.49,347,5.1,806,2735,6915,619,146.141,2897,246.9,11226.241,10761.39,24.07
28.3.2022 10:00,6397,789,12.55,352,5.23,812,2732,6915,624,220.799,2856,243.6,11309.029,10650.15,14.72
28.3.2022 11:00,6315,791,12.82,337,4.98,709,2705,6912,632,305.761,2811,239.9,11268.741,10506.72,14.35
28.3.2022 12:00,6264,828,12.97,327,4.7,652,2621,6913,647,346.943,2694,229.9,11184.643,10355.87,14.2
28.3.2022 13:00,6194,864,15.43,311,4.63,670,2541,6914,663,308.409,2650,226.2,11101.039,10260.63,14.09
28.3.2022 14:00,6091,836,13.23,296,4.71,664,2538,6914,674,240.451,2662,227.4,11035.161,10125.63,14.06
28.3.2022 15:00,5984,841,12.41,310,4.83,659,2443,6914,695,158.044,2823,241,10873.874,10211.41,14.04
28.3.2022 16:00,5846,810,13.68,318,5,680,2324,6914,709,66.891,3113,265.7,10698.891,10366.38,14.48
28.3.2022 17:00,5860,827,14.96,335,5.03,717,2126,6916,710,12.162,3298,281.2,10486.192,10616.16,16.52
28.3.2022 18:00,5879,789,19.58,358,5.17,829,1942,6913,709,0.746,3487,296.9,10398.916,10829.48,19.24
28.3.2022 19:00,5808,808,19.53,384,4.97,940,1730,6916,706,0.198,3570,303.4,10297.168,10892.93,31.22
28.3.2022 20:00,5638,803,20.58,365,4.89,926,1490,6916,701,0.162,3450,292.2,10038.052,10568.78,20.92
28.3.2022 21:00,5385,768,20.6,343,5.05,908,1342,6917,708,0.126,3241,273.9,9880.176,10031.5,21.08
28.3.2022 22:00,5151,762,19.78,339,5.05,837,1303,6917,719,0.1,3023,255.2,9781.15,9549.98,21.21
28.3.2022 23:00,5051,767,23.69,383,5.01,739,1252,6918,744,0.086,2919,246.1,9658.096,9389.79,18.92
29.3.2022 0:00,5010,818,46.01,406,5.04,793,1199,6919,758,0.157,2900,244.5,9674.197,9424.51,40.98
29.3.2022 1:00,4990,809,78.05,412,4.99,806,1150,6919,770,0.093,2935,247.1,9650.083,9471.15,36.95
29.3.2022 2:00,4999,809,70.21,426,4.99,821,1072,6919,805,0.089,2992,251.7,9622.079,9547.91,43.53
29.3.2022 3:00,5103,786,22.41,429,5.12,887,938,6919,879,0.094,3075,258.5,9628.214,9673.91,51.13
29.3.2022 4:00,5418,763,24.15,423,5.11,946,722,6919,927,0.099,3248,273,9519.209,10149.15,79.97
29.3.2022 5:00,6201,739,19.13,397,5.23,1092,604,6920,963,0.338,3498,294.1,9584.568,11148.23,145.93
29.3.2022 6:00,6767,676,10.61,395,5.25,1147,544,6920,992,6.586,3675,309.3,9614.836,11832.91,200.74
29.3.2022 7:00,6919,670,11.24,394,5.33,1157,396,6919,1009,34.184,3634,306.1,9520.514,11934.34,225.03
29.3.2022 8:00,6868,627,9.03,369,19.87,1185,300,6920,1012,86.231,3537,298.4,9523.101,11708.43,276.97
29.3.2022 9:00,6809,712,7.97,353,40.33,1186,260,6920,1002,163.513,3424,289.3,9571.843,11595.27,220.19
29.3.2022 10:00,6788,739,7.77,329,5.15,1158,255,6920,985,229.949,3338,282.8,9553.099,11484.57,208.38
29.3.2022 11:00,6683,652,8.08,318,5.21,1166,285,6918,997,256.237,3296,279.8,9627.447,11236.88,203.97
29.3.2022 12:00,6716,649,8.3,310,5.4,1111,292,6917,1004,259.099,3217,273,9588.499,11173.3,202.42
29.3.2022 13:00,6655,717,7.6,313,5.27,1114,315,6918,1006,229.154,3181,270.1,9587.424,11143.7,199.18
29.3.2022 14:00,6522,748,7.85,314,5.26,1129,322,6911,1014,204.196,3210,272.3,9585.456,11074.15,197.28
29.3.2022 15:00,6363,735,8.98,337,5.12,1139,329,6903,1012,132.424,3384,286.8,9520.544,11114.78,193.82
29.3.2022 16:00,6255,745,8.34,352,5.36,1144,306,6903,1015,64.137,3673,311.3,9437.497,11344.64,195.34
29.3.2022 17:00,6107,763,8.51,362,5.29,1208,227,6904,1010,16.726,3841,325.3,9371.016,11406.81,199.64
29.3.2022 18:00,6202,790,12.14,379,5.16,1264,231,6905,1013,1.145,4051,342.8,9419.305,11776.94,202.9
29.3.2022 19:00,6149,819,18.11,387,5.15,1332,279,6906,1002,0.202,4227,357.2,9524.352,11957.31,208.13
29.3.2022 20:00,5982,793,20.38,384,5.08,1287,378,6909,990,0.157,4125,347.7,9569.237,11652.08,208.72
29.3.2022 21:00,5760,797,19.75,373,5,1248,445,6911,961,0.135,3954,332.6,9570.135,11236.35,203.59
29.3.2022 22:00,5560,817,17.94,402,4.97,1219,531,6915,955,0.112,3759,315.5,9625.082,10871.44,199.63
29.3.2022 23:00,5387,782,18.81,393,5.12,1184,707,6918,952,0.097,3664,307.2,9766.217,10552.01,191.6
30.3.2022 0:00,5334,770,24.71,406,5.08,1176,842,6918,949,0.121,3643,305.3,9890.201,10483.01,197.15
30.3.2022 1:00,5287,762,26.91,443,5.13,1175,789,6917,950,0.102,3664,307.1,9836.232,10490.01,183.36
30.3.2022 2:00,5328,764,26.45,441,5.09,1174,741,6918,959,0.106,3728,312.4,9797.196,10599.85,169.29
30.3.2022 3:00,5420,796,26.11,471,5.17,1144,722,6918,959,0.11,3825,320.6,9748.28,10858.71,174.84
30.3.2022 4:00,5761,750,25.78,443,5.07,1120,752,6916,955,0.11,4010,336.4,9748.18,11326.18,168.9
30.3.2022 5:00,6518,762,26.28,485,5.1,1192,768,6916,964,0.379,4269,358.4,9845.479,12418.68,200.88
30.3.2022 6:00,7109,764,25.78,422,5.14,1252,729,6916,982,10.946,4386,368.5,9895.086,13075.28,215.14
30.3.2022 7:00,7168,740,25.94,412,50.2,1251,540,6917,990,63.242,4160,349.8,9811.442,12855.74,307.44
30.3.2022 8:00,7093,789,25.76,384,32.49,1218,366,6919,999,165.981,3878,326.9,9700.471,12496.66,338.58
30.3.2022 9:00,6965,788,25.64,344,5.53,1166,354,6918,1006,285.337,3652,308.7,9734.867,12083.34,236.07
30.3.2022 10:00,6869,802,25.82,339,5.64,1161,429,6920,1006,389.23,3499,296.5,9910.87,11831.32,223.2
30.3.2022 11:00,6724,791,22.36,334,5.51,1134,491,6920,1016,446.267,3382,287,10012.777,11540.36,214.82
30.3.2022 12:00,6651,786,16.63,320,5.51,1120,528,6917,1021,445.904,3234,274.6,10037.414,11282.23,210.58
30.3.2022 13:00,6605,820,16.64,342,5.28,1121,504,6918,1030,384.591,3144,267.1,9962.871,11194.74,204.79
30.3.2022 14:00,6529,814,24.03,337,5.42,1125,497,6916,1031,289.823,3153,267.9,9864.243,11124.93,202.94
30.3.2022 15:00,6302,834,26.3,363,5.38,1175,448,6915,1036,193.398,3301,280.4,9772.778,11106.7,202.75
30.3.2022 16:00,6178,803,26.46,369,5.39,1203,390,6912,1037,91.513,3557,302.1,9638.903,11235.56,213
30.3.2022 17:00,6062,799,26.38,380,5.35,1212,267,6909,1038,22.49,3719,315.7,9453.84,11302.08,224.71
30.3.2022 18:00,6065,784,26.83,400,5.34,1287,193,6909,1042,1.254,3958,335.5,9437.594,11569.33,223.35
30.3.2022 19:00,6135,749,26.85,400,5.29,1309,221,6911,1033,0.213,4157,351.6,9479.503,11819.45,231.89
30.3.2022 20:00,5977,737,26.57,382,5.2,1291,251,6913,1010,0.173,4072,343.7,9470.373,11538.27,233.97
30.3.2022 21:00,5721,769,26.2,384,2.43,1253,280,6913,1019,0.149,3889,327.6,9467.579,11116.8,219.27
30.3.2022 22:00,5518,720,26.71,391,0.6,1205,279,6914,1019,0.117,3688,310.1,9417.717,10653.81,213.52
30.3.2022 23:00,5427,769,26.17,413,0.58,1135,316,6914,1017,0.1,3594,301.8,9382.68,10530.97,197.92
31.3.2022 0:00,5331,761,23.13,416,0.64,1084,328,6915,1031,0.095,3576,300,9358.735,10407.13,159.05
31.3.2022 1:00,5280,776,23.36,408,0.66,1078,266,6916,1042,0.095,3621,303.6,9302.755,10411.96,150.64
31.3.2022 2:00,5309,742,22.14,395,0.62,1079,244,6917,1050,0.094,3700,310,9290.714,10478.14,139.88
31.3.2022 3:00,5377,712,20.56,393,0.63,1082,260,6918,1049,0.095,3812,319.4,9309.725,10633.96,150.64
31.3.2022 4:00,5721,657,18.37,384,0.57,1200,279,6918,1061,0.098,4011,336.1,9458.668,11127.47,150.02
31.3.2022 5:00,6464,624,17.8,427,1.18,1232,251,6918,1081,0.467,4273,358,9483.647,12163.8,178.75
31.3.2022 6:00,6994,607,17.38,410,5.18,1261,244,6916,1108,12.357,4399,368.7,9546.537,12796.08,219.09
31.3.2022 7:00,7078,609,18.47,414,5.39,1229,150,6911,1098,68.588,4144,348.1,9461.978,12611.57,294
31.3.2022 8:00,6865,653,18.76,397,5.27,1227,48,6913,1087,172.672,3825,322.1,9452.942,12080.86,323.56
31.3.2022 9:00,6733,693,19.28,387,5.37,1205,31,6913,1054,288.644,3556,300.4,9497.014,11688.68,256.29
31.3.2022 10:00,6599,691,26.26,390,4.97,1189,46,6916,1041,321.398,3389,287.1,9518.368,11382.36,224.49
31.3.2022 11:00,6536,648,25.76,348,5.36,1162,93,6913,1030,273.172,3332,282.5,9476.532,11172.26,212.73
31.3.2022 12:00,6455,647,26.33,341,5.48,1132,96,6909,1037,279.529,3221,273.1,9459.009,10963.43,203.92
31.3.2022 13:00,6387,697,26.68,339,5.35,1121,96,6913,1037,251.886,3169,268.9,9424.236,10887.58,193.43
31.3.2022 14:00,6342,718,26.55,333,5.4,1223,126,6914,1037,195.14,3207,272,9500.54,10898.55,190.8
31.3.2022 15:00,6199,700,26.62,320,5.58,1302,154,6913,1042,133.378,3371,286.1,9549.958,10902.72,185.62
31.3.2022 16:00,6062,715,26.53,314,5.44,1313,180,6914,1028,66.894,3620,307,9507.334,11044.53,184.96
31.3.2022 17:00,6022,743,25.98,316,5.36,1307,121,6914,1030,18.41,3775,320,9395.77,11201.98,188.01
31.3.2022 18:00,6043,716,26.82,385,5.45,1441,128,6915,1031,1.388,3975,336.4,9521.838,11482.22,200.01
31.3.2022 19:00,6101,737,26.5,349,5.31,1425,183,6915,1014,0.224,4155,350.9,9542.534,11719.4,208.28
31.3.2022 20:00,5890,724,25.86,315,5.52,1236,226,6916,1019,0.168,4069,342.9,9402.688,11366.76,199.08
31.3.2022 21:00,5661,738,27.03,299,5.48,1219,264,6915,995,0.126,3883,326.7,9398.606,10934.73,164.35
31.3.2022 22:00,5453,755,29.48,323,5.55,1240,278,6917,953,0.11,3680,309,9393.66,10549.48,150.64
31.3.2022 23:00,5279,747,32.05,305,5.53,1156,262,6917,911,0.102,3577,300.2,9251.632,10240.25,120.08
1.4.2022 0:00,5237,730,32.71,308,5.52,1133,276,6917,881,0.535,3552,295.3,9213.055,10155.01,111.72
1.4.2022 1:00,5205,712,32.49,313,5.35,1230,268,6917,885,0.104,3577,297.2,9305.454,10136.69,99.64
1.4.2022 2:00,5191,709,33.28,279,5.55,1231,289,6915,906,0.104,3627,301.3,9346.654,10140.58,94.48
1.4.2022 3:00,5308,656,32.98,293,5.46,1292,332,6916,935,0.105,3713,308.4,9480.565,10311.38,99.59
1.4.2022 4:00,5628,636,32.8,293,5.49,1317,407,6916,986,0.105,3886,322.7,9631.595,10798.5,109.02
1.4.2022 5:00,6304,650,25.86,294,5.43,1373,451,6917,1040,0.37,4119,341.9,9786.8,11734.76,136.65
1.4.2022 6:00,6885,686,26.18,329,5.37,1427,440,6916,1047,8.258,4274,355,9843.628,12555.18,181.41
1.4.2022 7:00,6994,667,26.37,339,5.48,1418,296,6916,1038,49.014,4128,343.6,9722.494,12497.97,200.03
1.4.2022 8:00,6870,645,26.25,324,5.52,1408,141,6914,1036,137,3881,323.7,9641.52,12069.95,208.47
1.4.2022 9:00,6782,660,26.15,316,5.51,1396,140,6914,1044,228.063,3678,307.7,9727.573,11769.85,200.35
1.4.2022 10:00,6730,683,25.68,326,5.57,1405,131,6910,1052,250.626,3564,298.7,9754.196,11627.38,193.08
1.4.2022 11:00,6653,710,25.28,324,5.53,1400,149,6908,1016,252.977,3508,294.5,9731.507,11514.78,181.14
1.4.2022 12:00,6431,690,25,341,5.52,1391,168,6911,1011,252.618,3404,285.7,9739.138,11176.7,171.94
1.4.2022 13:00,6256,673,25.44,335,5.53,1388,203,6910,1013,250.804,3357,281.8,9770.334,10928.24,159.91
1.4.2022 14:00,6053,765,25.05,314,5.33,1248,242,6908,1004,207.978,3368,282.6,9615.308,10807.65,143.57
1.4.2022 15:00,5868,800,25.3,313,5.36,1217,243,6907,1007,140.523,3498,293.1,9519.883,10797.4,109.95
1.4.2022 16:00,5794,782,25.43,310,5.38,1275,236,6907,1009,71.034,3718,311.5,9503.414,10940.93,138.92
1.4.2022 17:00,5679,794,25.21,286,5.33,1268,216,6909,1020,19.816,3865,323.7,9438.146,10972.91,172.4
1.4.2022 18:00,5633,772,25.39,324,5.34,1288,218,6908,1016,1.78,4000,334.7,9437.12,11089.09,191.7
1.4.2022 19:00,5637,769,25.16,361,5.3,1382,198,6907,1013,0.298,4113,343.8,9505.598,11248.96,199.57
1.4.2022 20:00,5452,762,16.96,363,5.3,1335,185,6908,1006,0.179,4025,336.1,9439.479,10955.06,195.38
1.4.2022 21:00,5305,765,9.42,372,5.29,1199,176,6910,995,0.167,3928,327.6,9285.457,10707.02,174.92
1.4.2022 22:00,5171,763,34.39,375,5.38,1182,177,6914,929,0.126,3815,317.8,9207.506,10476.19,137.69
1.4.2022 23:00,5052,751,96.26,408,5.32,1150,182,6914,905,0.108,3728,310.2,9156.428,10345.46,117.77
2.4.2022 0:00,5052,750,107.53,394,5.38,1131,199,6915,882,0.102,3706,308.2,9132.482,10317.73,107.71
2.4.2022 1:00,4986,739,108.24,410,5.32,1106,231,6916,889,0.103,3734,310.3,9147.423,10287.54,97.99
2.4.2022 2:00,5006,751,98.96,413,5.31,1082,236,6917,893,0.101,3801,315.7,9133.411,10385.66,99.99
2.4.2022 3:00,5054,702,71.89,411,5.27,1073,252,6919,885,0.099,3878,321.9,9134.369,10438.79,98.79
2.4.2022 4:00,5142,721,33.51,412,5.28,1080,297,6919,896,0.095,3977,329.9,9197.375,10615.41,99.33
2.4.2022 5:00,5247,759,34.2,414,5.29,1090,299,6920,911,0.604,4045,335.4,9225.894,10834.6,91.56
2.4.2022 6:00,5344,742,34.31,404,5.26,1162,262,6919,927,13.604,4123,342,9288.864,10989.31,104.45
2.4.2022 7:00,5323,708,30.12,384,5.27,1223,195,6921,941,74.087,4096,340.3,9359.357,10881.42,122.58
2.4.2022 8:00,5291,689,28.65,356,5.38,1193,106,6920,934,184.198,3990,332.3,9342.578,10686.95,140.17
2.4.2022 9:00,5276,693,26.81,388,5.38,1074,94,6914,913,297.761,3831,319.8,9298.141,10534.61,154.94
2.4.2022 10:00,5292,714,24.69,397,5.38,950,158,6915,876,342.117,3695,309,9246.497,10431.69,137.43
2.4.2022 11:00,5244,741,24.87,425,5.38,886,256,6914,824,323.701,3599,301.2,9209.081,10335.07,89.95
2.4.2022 12:00,5175,739,46.21,395,5.46,894,359,6909,785,346.799,3465,290,9299.259,10110.21,29.25
2.4.2022 13:00,5111,743,97.19,399,5.4,992,496,6909,769,352.014,3344,280.1,9523.414,9974.29,25.87
2.4.2022 14:00,5039,753,95.27,376,5.4,982,562,6909,792,315.604,3277,274.4,9566.004,9814.67,25.28
2.4.2022 15:00,4991,740,60.45,393,5.38,855,629,6891,762,233.373,3306,276.8,9375.753,9767.25,25.98
2.4.2022 16:00,5001,742,22.64,439,5.21,937,656,6889,811,120.306,3452,289.1,9418.516,9945.74,35.75
2.4.2022 17:00,4983,737,21.47,414,5.23,933,564,6888,836,31.754,3616,302.9,9257.984,10074.37,45.64
2.4.2022 18:00,5095,724,23.55,438,5.29,1028,629,6903,855,2.201,3784,317,9422.491,10381.55,73.12
2.4.2022 19:00,5191,727,25.02,430,5.19,1043,886,6910,858,0.303,3881,324.9,9702.493,10578.92,89.9
2.4.2022 20:00,5161,702,25.47,434,5.2,1023,1099,6915,843,0.294,3798,317.5,9885.494,10437.97,89.92
2.4.2022 21:00,5049,705,27.7,423,5.3,905,1133,6915,817,0.645,3679,307.2,9775.945,10190.9,57.79
2.4.2022 22:00,4997,729,44.13,405,5.54,826,1128,6918,790,0.431,3541,295.3,9667.971,10011.43,36.7
2.4.2022 23:00,4913,712,50.26,384,5.35,782,1028,6919,762,0.187,3428,285.6,9496.537,9772.86,28.36
3.4.2022 0:00,4858,704,53.37,393,5.63,783,903,6920,759,0.167,3367,280.2,9370.797,9655.57,34.87
3.4.2022 1:00,4830,765,50.99,402,6.44,787,913,6920,753,0.222,3371,280.3,9379.662,9699.29,34.35
3.4.2022 2:00,4809,759,54.04,411,6.86,793,944,6921,755,0.173,3386,281.5,9420.033,9700.54,35.25
3.4.2022 3:00,4824,751,50.91,417,6.81,796,872,6921,763,0.121,3426,284.6,9358.931,9753.51,36.74
3.4.2022 4:00,4969,746,54.04,421,6.28,801,784,6923,790,0.134,3492,289.9,9304.414,9971.94,39.02
3.4.2022 5:00,4966,764,56.22,418,5.72,843,718,6923,816,0.953,3511,291.5,9306.673,10006.72,41.37
3.4.2022 6:00,5011,771,28.05,417,5.17,1095,631,6924,832,15.856,3561,295.8,9503.026,10083.85,50.04
3.4.2022 7:00,5037,763,24.57,421,5.23,1101,498,6923,832,76.316,3586,298.3,9435.546,10129.87,53.05
3.4.2022 8:00,5007,754,27.18,389,5.2,1100,362,6925,828,187.346,3549,295.9,9407.546,10022.08,67.52
3.4.2022 9:00,5049,729,22.2,388,5.2,1099,368,6923,807,316.623,3452,288.5,9518.823,9928.7,79.93
3.4.2022 10:00,5015,747,21.13,395,5.07,973,537,6922,790,408.841,3352,280.7,9635.911,9810.83,77.33
3.4.2022 11:00,5015,757,21.2,406,5.05,888,790,6921,791,410.139,3278,274.9,9805.189,9752.1,61.94
3.4.2022 12:00,4941,745,18.84,383,4.76,894,949,6922,812,338.789,3192,267.8,9920.549,9547.64,59.96
3.4.2022 13:00,4950,720,20.05,352,4.73,886,1126,6923,845,257.684,3135,263.2,10042.414,9440.25,55.01
3.4.2022 14:00,4909,704,17.31,352,4.56,887,1317,6922,838,184.019,3131,262.8,10152.579,9376.11,51.71
3.4.2022 15:00,4937,773,18.64,342,4.71,894,1448,6922,841,127.423,3226,270.9,10237.133,9567.54,48.71
3.4.2022 16:00,4978,801,20.46,346,4.58,897,1490,6920,860,59.598,3444,289.4,10231.178,9878.86,48.55
3.4.2022 17:00,4994,764,18.24,352,4.58,962,1371,6921,847,14.855,3630,305.2,10120.435,10063.44,58.93
3.4.2022 18:00,5128,803,19.79,369,4.62,991,1382,6921,848,1.514,3778,317.3,10148.134,10415.09,68.66
3.4.2022 19:00,5205,817,20.18,359,4.72,989,1438,6920,846,0.552,3799,318.6,10198.272,10518.78,90.09
3.4.2022 20:00,5094,813,20.17,320,4.62,901,1369,6922,831,0.561,3622,303.5,10028.181,10172.67,69.95
3.4.2022 21:00,4934,791,21.47,279,4.7,880,1343,6923,812,0.674,3350,280.3,9963.374,9655.77,64.6
3.4.2022 22:00,4876,801,22.82,265,4.72,871,1353,6922,799,0.645,3075,257,9950.365,9296.82,57.33
3.4.2022 23:00,4746,790,25.15,258,4.71,844,1310,6922,774,0.581,2910,243.4,9855.291,8972.55,46.76
4.4.2022 0:00,4705,787,24.39,234,4.73,839,1240,6921,763,2.204,2814,235.3,9769.934,8799.69,49.96
4.4.2022 1:00,4750,785,18.53,223,4.68,841,1241,6921,773,0.498,2799,233.8,9781.178,8809.33,48.4
4.4.2022 2:00,4743,773,18.54,226,4.68,842,1293,6921,779,0.393,2812,235,9840.073,8807.54,46.93
4.4.2022 3:00,4885,779,19.18,223,4.7,788,1392,6921,785,0.426,2858,238.9,9891.126,9003.08,45.28
4.4.2022 4:00,5213,762,20.08,243,4.64,782,1370,6922,823,0.82,2996,250.3,9902.46,9484.38,42.52
4.4.2022 5:00,5971,811,20.38,306,4.63,1002,1239,6922,855,1.049,3217,268.7,10023.679,10594.08,58.05
4.4.2022 6:00,6640,800,21.75,309,4.73,1043,1180,6923,874,2.463,3426,286.2,10027.193,11482.95,109.96
4.4.2022 7:00,6928,758,21.54,287,4.75,1018,1109,6922,872,7.261,3459,289.5,9933.011,11743.04,120.6
4.4.2022 8:00,6992,722,20.24,291,4.8,934,1082,6924,888,14.64,3439,288.1,9847.44,11752.34,101.16
4.4.2022 9:00,6999,737,19.76,296,5.18,840,994,6924,899,23.03,3424,287.2,9685.21,11762.96,87.6
4.4.2022 10:00,7034,757,19.52,306,14.4,815,905,6924,892,29.705,3443,288.9,9580.105,11848.42,76.37
4.4.2022 11:00,6982,748,19.6,315,15.41,798,814,6922,870,29.976,3463,290.6,9449.386,11818.2,69.95
4.4.2022 12:00,6918,789,19.88,310,12.48,789,851,6923,854,28.333,3399,285.3,9457.813,11721.18,64.15
4.4.2022 13:00,6837,754,20.24,324,4.99,796,894,6920,861,26.846,3367,282.8,9502.836,11585.04,59.53
4.4.2022 14:00,6781,754,20.34,318,5,822,1010,6916,870,24.662,3421,287.4,9647.662,11581.74,56.58
4.4.2022 15:00,6515,787,23.3,320,5,840,1121,6914,841,21.816,3616,303.8,9742.816,11565.1,48.38
4.4.2022 16:00,6363,819,28.47,330,4.72,848,1239,6913,819,9.963,3905,328.4,9833.683,11773.87,48.4
4.4.2022 17:00,6200,795,27.64,339,4.72,879,1494,6911,815,2.864,4037,339.5,10106.584,11738.14,68.62
4.4.2022 18:00,6078,774,28.73,356,4.8,927,1765,6915,811,0.764,4109,345.4,10423.564,11691.13,69.93
4.4.2022 19:00,6003,762,29.17,385,4.74,895,1990,6916,780,0.866,4071,341.6,10586.606,11591.77,74.86
4.4.2022 20:00,5760,790,29.67,357,4.69,841,2062,6917,771,0.757,3904,327,10596.447,11167.67,72.74
4.4.2022 21:00,5619,796,49.52,339,4.79,805,2066,6916,756,1.149,3670,307,10548.939,10780.52,63.43
4.4.2022 22:00,5462,801,96.74,330,4.76,827,2017,6916,724,1.246,3430,286.4,10490.006,10406.14,55.89
4.4.2022 23:00,5372,810,113.8,324,4.72,736,1897,6916,632,0.999,3313,276.5,10186.719,10209.3,48.31
5.4.2022 0:00,5322,793,117.56,316,4.72,666,1841,6918,608,0.759,3264,272.3,10038.479,10084.86,17.44
5.4.2022 1:00,5296,782,114.26,318,4.72,670,1764,6917,615,0.835,3284,273.8,9971.555,10068.06,17.02
5.4.2022 2:00,5313,779,103.39,347,4.71,667,1721,6916,630,0.481,3328,277.4,9939.191,10147.79,16.94
5.4.2022 3:00,5343,788,103.42,361,4.7,681,1641,6915,662,0.425,3403,283.7,9904.125,10282.12,17.5
5.4.2022 4:00,5695,764,104.24,434,4.73,848,1614,6915,711,0.474,3572,297.8,10093.204,10867.04,19.22
5.4.2022 5:00,6278,780,60.16,431,4.65,1019,1598,6915,799,0.809,3816,318,10336.459,11683.16,30.9
5.4.2022 6:00,6868,747,26.63,395,4.68,1082,1412,6915,873,7.26,3985,332.4,10293.94,12354.03,64.99
5.4.2022 7:00,7061,723,23.59,367,4.74,1100,1167,6914,889,33.412,3885,324.8,10108.152,12384.39,122.06
5.4.2022 8:00,6984,698,22.62,336,5.4,1115,952,6920,902,97.862,3717,311.6,9992.262,12069.22,186.15
5.4.2022 9:00,6882,709,21.76,334,5.35,1114,921,6918,899,196.028,3556,298.8,10053.378,11801.56,118.9
5.4.2022 10:00,6776,719,33.86,360,13.82,1101,959,6914,914,289.883,3406,284.5,10191.703,11579.36,108.79
5.4.2022 11:00,6670,707,78.06,367,11.71,1058,1210,6910,867,348.878,3342,281.4,10405.588,11445.46,100.35
5.4.2022 12:00,6635,675,90.41,361,14.56,1025,1369,6909,822,344.111,3225,271.5,10483.671,11257.91,72.68
5.4.2022 13:00,6616,699,91.17,398,5.27,989,1470,6907,803,305.935,3178,267.4,10480.205,11249.57,54.89
5.4.2022 14:00,6578,744,93.13,367,5.2,895,1507,6907,818,248.314,3202,269.2,10380.514,11253.33,27.62
5.4.2022 15:00,6389,738,90.48,388,5.15,955,1414,6904,848,159.716,3361,282.2,10285.866,11248.68,34.9
5.4.2022 16:00,6316,712,82.48,404,5.18,952,1401,6904,900,75.43,3651,306.5,10237.61,11471.98,32.29
5.4.2022 17:00,6169,771,19.13,422,5.25,1018,1220,6907,952,19.223,3854,323.2,10121.473,11558.33,49.87
5.4.2022 18:00,6132,766,21.35,440,5.33,1141,1114,6909,978,2.119,4022,336.9,10149.449,11718.25,118.64
5.4.2022 19:00,6134,742,21.96,455,5.22,1168,1131,6905,977,0.432,4129,345.4,10186.652,11827.36,189.56
5.4.2022 20:00,5960,742,22.14,439,5.34,1105,1238,6906,954,0.605,4029,336.3,10208.945,11528.44,199.98
5.4.2022 21:00,5744,741,41.09,443,5.28,949,1308,6907,862,0.755,3825,318.8,10032.035,11112.89,145.01
5.4.2022 22:00,5591,791,99.15,450,5.33,760,1335,6907,748,0.708,3604,300.2,9756.038,10835.35,26.22
5.4.2022 23:00,5424,792,108.07,455,5.26,904,1287,6908,687,0.606,3490,290.3,9791.866,10559.37,21.27
6.4.2022 0:00,5374,780,109.67,432,5.31,740,1234,6908,668,0.342,3448,286.5,9555.652,10430.17,50.01
6.4.2022 1:00,5334,773,109.84,428,5.31,789,1429,6909,670,0.292,3465,288,9802.602,10397.84,24.24
6.4.2022 2:00,5313,761,111.73,461,5.26,762,1515,6908,671,0.381,3514,291.6,9861.641,10452.33,23.61
6.4.2022 3:00,5321,810,111.09,459,5.27,767,1459,6909,741,0.206,3587,298,9881.476,10586.09,24.23
6.4.2022 4:00,5603,770,71.94,425,5.21,867,1402,6908,859,0.238,3736,310.5,10041.448,10916.44,25.42
6.4.2022 5:00,6323,798,27.08,369,5.19,1094,1334,6910,995,1.064,3926,326.4,10339.254,11769.48,54.93
6.4.2022 6:00,6875,790,27,341,5.22,1132,1085,6908,1008,12.408,4005,333.4,10150.628,12371.4,165.6
6.4.2022 7:00,7013,731,23.2,316,5.2,1094,755,6908,998,50.578,3843,320.8,9810.778,12247,177.84
6.4.2022 8:00,6952,700,22.42,290,13.5,1097,526,6908,981,114.544,3654,305.7,9640.044,11924.12,179.61
6.4.2022 9:00,6928,742,20.87,283,60.66,1072,484,6906,943,180.396,3500,293,9646.056,11766.87,159.36
6.4.2022 10:00,6854,729,19.3,280,6.87,1005,476,6906,937,235.274,3405,285.4,9566.144,11572.7,100.04
6.4.2022 11:00,6731,713,17.39,314,5.49,1016,502,6905,924,252.332,3350,280.8,9604.822,11406.19,77.08
6.4.2022 12:00,6743,723,17.1,322,5.48,978,546,6905,882,231.607,3261,273.2,9548.087,11339.3,79.71
6.4.2022 13:00,6702,731,16.59,335,5.52,954,599,6905,828,178.091,3230,270.8,9469.611,11285.39,74.73
6.4.2022 14:00,6617,706,16.58,342,5.47,967,582,6905,843,126.784,3262,273.5,9429.254,11217.08,71.98
6.4.2022 15:00,6435,737,15.73,337,5.45,975,505,6906,863,76.184,3427,287.4,9330.634,11239.13,74.75
6.4.2022 16:00,6290,789,15.56,317,5.39,1032,519,6907,890,28.929,3699,310.5,9382.319,11421.06,74.81
6.4.2022 17:00,6154,784,15.71,316,5.32,1001,572,6906,876,6.86,3862,324.3,9367.18,11456.01,126.26
