Datum,Förbrukning Mwh exkl. avk.last,Förbrukning Mwh >50 MW,Avkopplingsb. last,Timmätta förluster,ospec_prod,vattenkraft_prod,vindkraft_prod,karnkraft_prod,varmekraft_prod,solkraft_prod,Schablonleverans förbrukning,Schablonleverans förluster,total_produktion,total_forbrukning,Day-ahead Price [EUR/MWh]
10.1.2022 8:00,7344,781,10.13,369,7.58,1417,503,5851,1318,0.151,4452,371.5,9096.731,13327.63,313.92
10.1.2022 9:00,7271,768,8.38,346,6.72,1464,441,5851,1322,0.891,4455,372.1,9085.611,13220.48,315
10.1.2022 10:00,7378,789,5.12,359,7.4,1492,367,5849,1325,3.804,4480,374.4,9044.204,13385.52,310.41
10.1.2022 11:00,7383,792,5.07,354,7.46,1488,310,5848,1315,8.012,4501,376.4,8976.472,13411.47,310.08
10.1.2022 12:00,7380,738,5.05,375,11.01,1458,279,5850,1325,11.122,4523,378.5,8934.132,13399.55,300
10.1.2022 13:00,7345,769,5.06,371,16.95,1478,287,5849,1338,8.682,4466,373.8,8977.632,13329.86,297.01
10.1.2022 14:00,7364,779,5.12,357,15.71,1439,300,5851,1347,4.036,4459,373.2,8956.746,13337.32,299.96
10.1.2022 15:00,7316,808,5.05,367,9.29,1473,331,5852,1353,0.599,4620,386.6,9018.889,13502.65,306.45
10.1.2022 16:00,7238,780,5.13,398,7.44,1540,347,5852,1366,0.179,4960,414.9,9112.619,13796.03,302.73
10.1.2022 17:00,7058,801,5.18,410,7.39,1563,347,5851,1362,0.202,5235,438,9130.592,13947.18,315.47
10.1.2022 18:00,6879,811,5.14,394,7.44,1548,361,5850,1365,0.16,5261,439.8,9131.6,13789.94,310.82
10.1.2022 19:00,6662,822,5.11,406,7.4,1589,410,5851,1371,0.14,5142,429.3,9228.54,13466.41,294.98
10.1.2022 20:00,6473,811,5.11,409,7.41,1564,535,5850,1329,0.11,4960,413.7,9285.52,13071.81,261.03
10.1.2022 21:00,6249,827,5.2,420,7.41,1476,597,5849,1259,0.115,4746,395.3,9188.525,12642.5,242.23
10.1.2022 22:00,5984,794,5.11,417,7.41,1447,745,5851,1205,0.103,4495,373.8,9255.513,12068.91,211.83
10.1.2022 23:00,5733,788,5.08,412,7.46,1321,1000,5850,1166,0.098,4229,351.2,9344.558,11518.28,150.09
11.1.2022 0:00,5609,755,5.36,397,7.48,1310,1138,5851,1162,0.213,4083,338.8,9468.693,11188.16,147.5
11.1.2022 1:00,5572,796,7.23,394,7.45,1286,1238,5851,1121,0.086,3997,331.5,9503.536,11097.73,143.76
11.1.2022 2:00,5527,834,9.34,415,7.43,1283,1381,5851,1124,0.079,3974,329.5,9646.509,11088.84,140.21
11.1.2022 3:00,5505,775,9.54,420,7.46,1281,1427,5852,1117,0.08,3968,328.9,9684.54,11006.44,139.97
11.1.2022 4:00,5497,841,9.38,424,7.41,1279,1579,5853,1120,0.081,4000,331.5,9838.491,11102.88,141.56
11.1.2022 5:00,5795,761,9.52,442,7.45,1295,1628,5852,1123,0.083,4109,340.9,9905.533,11457.42,147.1
11.1.2022 6:00,6543,761,9.46,476,7.46,1467,1616,5852,1131,0.094,4345,361.1,10073.554,12495.56,151.89
11.1.2022 7:00,7227,725,9.42,486,7.51,1547,1538,5851,1151,1.579,4579,381,10096.089,13407.42,201.93
11.1.2022 8:00,7455,705,9.48,476,7.54,1546,1516,5850,1267,2.889,4619,384.9,10189.429,13649.38,213.06
11.1.2022 9:00,7491,699,10.7,474,7.55,1560,1508,5852,1307,2.331,4572,381.4,10236.881,13628.1,196.21
11.1.2022 10:00,7441,723,11.11,479,16.49,1552,1461,5958,1322,4.328,4539,379,10313.818,13572.11,198.24
11.1.2022 11:00,7428,715,10.76,458,8.88,1542,1480,6150,1336,5.062,4513,377.1,10521.942,13501.86,191.02
11.1.2022 12:00,7371,709,10.84,456,7.67,1527,1517,6267,1340,5.422,4514,377.4,10664.092,13438.24,158.36
11.1.2022 13:00,7358,720,14.26,460,7.57,1504,1518,6363,1331,3.528,4436,370.7,10727.098,13358.96,157.6
11.1.2022 14:00,7390,726,23.43,457,7.64,1506,1520,6375,1327,2.085,4440,371.1,10737.725,13407.53,157.67
11.1.2022 15:00,7386,718,24.49,445,7.58,1512,1571,6375,1334,0.199,4620,386.2,10799.779,13579.69,158.56
11.1.2022 16:00,7190,747,23.77,454,7.62,1514,1564,6373,1337,0.13,4954,414.4,10795.75,13783.17,161.11
11.1.2022 17:00,7036,737,23.59,447,7.58,1529,1508,6372,1279,0.115,5199,435.2,10695.695,13877.79,173.63
11.1.2022 18:00,6741,769,23.54,444,7.56,1532,1501,6412,1262,0.118,5162,432,10714.678,13571.54,168.02
11.1.2022 19:00,6541,774,23.53,453,7.63,1522,1440,6565,1247,0.123,4998,417.9,10781.753,13207.43,157.99
11.1.2022 20:00,6285,791,23.61,424,7.6,1483,1316,6666,1201,0.124,4767,398.5,10673.724,12689.11,153.78
11.1.2022 21:00,6021,771,23.27,406,7.56,1468,1198,6762,1081,0.111,4510,376.8,10516.671,12108.07,153.63
11.1.2022 22:00,5738,762,17.1,406,7.47,1443,1090,6762,1019,0.103,4197,350.2,10321.573,11470.3,150.56
11.1.2022 23:00,5534,746,7.6,407,7.33,1296,1018,6763,1007,0.086,3879,323.5,10091.416,10897.1,145.36
12.1.2022 0:00,5434,769,22.1,409,5.46,1119,968,6797,887,0.08,3680,306.8,9776.54,10620.9,24.62
12.1.2022 1:00,5398,732,26.3,396,5.27,1190,984,6868,778,0.076,3564,296.8,9825.346,10413.1,24.26
12.1.2022 2:00,5272,714,12,377,5.37,1114,1152,6896,759,0.072,3518,293,9926.442,10186,24.99
12.1.2022 3:00,5245,772,12.19,372,5.28,980,1297,6913,779,0.076,3519,293,9974.356,10213.19,23.47
12.1.2022 4:00,5364,768,12.25,378,5.27,976,1241,6926,848,0.075,3555,296,9996.345,10373.25,30.71
12.1.2022 5:00,5676,743,12.12,385,5.27,1054,1372,6929,915,0.086,3676,306.2,10275.356,10798.32,99.97
12.1.2022 6:00,6392,724,11.72,433,5.93,1280,1581,6930,988,0.085,3919,326.6,10785.015,11806.32,119.59
12.1.2022 7:00,7137,690,11.49,481,6.23,1469,1701,6929,1014,0.123,4168,347.8,11119.353,12835.29,146.56
12.1.2022 8:00,7360,671,11.47,496,5,1488,1913,6930,1025,0.155,4198,350.7,11361.155,13087.17,148.99
12.1.2022 9:00,7319,682,11.72,476,7.23,1487,2161,6931,1024,0.793,4150,347.2,11611.023,12985.92,146.04
12.1.2022 10:00,7375,688,11.66,495,16.98,1484,2266,6926,1018,3.107,4119,345,11714.087,13033.66,143.61
12.1.2022 11:00,7300,707,10.95,505,11.53,1487,2387,6927,1000,5.464,4111,344.7,11817.994,12978.65,140.19
12.1.2022 12:00,7237,697,10.72,509,6.19,1425,2428,6930,1015,5.766,4127,346.3,11809.956,12927.02,129.96
12.1.2022 13:00,7272,717,10.05,514,6.19,1336,2437,6927,992,3.591,4069,341.4,11701.781,12923.45,109.92
12.1.2022 14:00,7280,710,10.03,494,6.22,1301,2423,6929,1010,1.568,4060,340.6,11670.788,12894.63,104.92
12.1.2022 15:00,7205,712,10.29,482,6.25,1362,2426,6933,953,0.255,4189,351.6,11680.505,12949.89,120.94
12.1.2022 16:00,7061,725,10.79,491,6.18,1400,2465,6933,966,0.141,4507,378.1,11770.321,13172.89,132.67
12.1.2022 17:00,6799,730,11.08,515,6.16,1405,2517,6933,1004,0.139,4732,397.4,11865.299,13184.48,136.54
12.1.2022 18:00,6657,726,10.91,457,6.23,1375,2587,6934,1006,0.125,4688,393.5,11908.355,12932.41,110
12.1.2022 19:00,6348,730,12.06,437,6.23,1305,2610,6934,970,0.108,4515,378.8,11825.338,12420.86,82.31
12.1.2022 20:00,6214,756,29.8,417,6.14,1159,2643,6934,883,0.104,4288,359.4,11625.244,12064.2,21.01
12.1.2022 21:00,5988,721,36.96,368,5.66,925,2636,6933,810,0.106,4021,336.8,11309.766,11471.76,20.14
12.1.2022 22:00,5691,776,35.06,328,5.09,886,2633,6933,786,0.097,3715,310.8,11243.187,10855.86,18.12
12.1.2022 23:00,5478,775,34.3,313,5.09,855,2657,6932,739,0.096,3403,284.5,11188.186,10287.8,13.62
13.1.2022 0:00,5256,769,33.76,299,5.1,840,2600,6933,683,0.081,3197,267.1,11061.181,9821.86,13.09
13.1.2022 1:00,5224,758,32.11,288,5.08,833,2599,6934,663,0.078,3068,256.1,11034.158,9626.21,11.4
13.1.2022 2:00,5088,785,23.47,280,5.07,844,2613,6932,649,0.082,3015,251.7,11043.152,9443.17,10.57
13.1.2022 3:00,5081,768,21.53,271,5.13,851,2556,6933,631,0.081,3004,250.7,10976.211,9396.23,10.47
13.1.2022 4:00,5183,765,22.14,270,5.06,852,2497,6934,644,0.081,3030,252.9,10932.141,9523.04,10.86
13.1.2022 5:00,5491,755,22.79,285,5.07,823,2583,6934,634,0.079,3144,262.4,10979.149,9960.19,13.23
13.1.2022 6:00,6209,739,23.92,308,2.73,895,2591,6933,677,0.095,3379,282.2,11098.825,10941.12,15.33
13.1.2022 7:00,6856,756,23.29,377,0.11,948,2562,6930,708,0.096,3629,303.3,11148.206,11944.59,21.01
13.1.2022 8:00,7096,759,23.59,377,0.08,963,2556,6930,698,0.156,3682,308.3,11147.236,12245.89,25.63
13.1.2022 9:00,7061,742,23.64,362,0.08,982,2547,6931,701,2.587,3645,305.6,11163.667,12139.24,25.62
13.1.2022 10:00,7065,757,23.13,365,0.09,983,2634,6930,726,7.899,3633,304.8,11280.989,12147.93,25.61
13.1.2022 11:00,6997,767,21.99,362,0.1,974,2650,6933,743,13.029,3633,305.1,11313.129,12086.09,24.22
13.1.2022 12:00,6989,780,21.09,350,0.1,941,2627,6933,744,11.993,3660,307.5,11257.093,12107.59,21.41
13.1.2022 13:00,6952,740,20.77,349,0.11,931,2656,6933,738,7.09,3606,302.9,11265.2,11970.67,18.22
13.1.2022 14:00,6990,764,20.69,345,2.02,929,2688,6935,749,2.631,3621,304.1,11305.651,12044.79,17.68
13.1.2022 15:00,6970,775,21.5,359,3.33,940,2716,6936,755,0.53,3783,317.9,11350.86,12226.4,18.82
13.1.2022 16:00,6831,774,21.9,370,3.3,938,2752,6935,735,0.151,4133,346.9,11363.451,12476.8,19.66
13.1.2022 17:00,6649,803,22.16,391,3.41,945,2782,6932,750,0.141,4405,370,11412.551,12640.16,36.3
13.1.2022 18:00,6451,762,20.29,376,3.32,930,2773,6935,732,0.109,4397,369.2,11373.429,12375.49,23.66
13.1.2022 19:00,6239,786,21.15,365,3.34,927,2697,6935,705,0.091,4258,357.2,11267.431,12026.35,19.82
13.1.2022 20:00,6070,744,21.84,326,3.35,920,2611,6934,679,0.09,4053,339.8,11147.44,11554.64,18.06
13.1.2022 21:00,5821,738,22.71,318,3.36,900,2560,6937,645,0.089,3815,319.6,11045.449,11034.31,17.82
13.1.2022 22:00,5557,760,22.32,289,3.42,866,2467,6937,620,0.189,3532,295.5,10893.609,10455.82,14.92
13.1.2022 23:00,5299,752,22.58,258,3.37,835,2373,6938,586,5.072,3235,270.5,10740.442,9837.08,11.49
14.1.2022 0:00,5162,756,23.02,262,3.41,781,2425,6940,550,5.072,3034,253.7,10704.482,9490.72,14.93
14.1.2022 1:00,5023,780,23.59,277,3.41,778,2561,6938,549,5.068,2910,243.2,10834.478,9256.79,12.56
14.1.2022 2:00,4985,768,23.57,283,3.34,791,2687,6937,558,4.825,2864,239.3,10981.165,9162.87,11.4
14.1.2022 3:00,4981,795,23.68,278,3.47,793,2689,6937,569,0.163,2893,241.7,10991.633,9212.38,11.42
14.1.2022 4:00,5157,785,24.64,277,3.57,726,2672,6939,585,0.145,2958,246.9,10925.715,9448.54,13.18
14.1.2022 5:00,5460,775,26.46,282,3.58,736,2628,6937,648,0.105,3108,259.5,10952.685,9910.96,16.14
14.1.2022 6:00,6177,757,28.77,311,3.68,790,2618,6937,774,0.114,3402,284.1,11122.794,10959.87,19.24
14.1.2022 7:00,6893,729,28.37,355,5.83,836,2660,6937,875,0.086,3718,310.9,11313.916,12034.27,44.86
14.1.2022 8:00,7124,648,27.9,359,6.37,870,2661,6937,932,0.289,3844,321.8,11406.659,12324.7,71.64
14.1.2022 9:00,7098,632,28.48,363,6.44,875,2652,6935,957,15.351,3872,324.9,11440.791,12318.38,68.73
14.1.2022 10:00,7053,656,27.18,370,6.85,897,2619,6935,949,38.478,3850,322.9,11445.328,12279.08,75.21
14.1.2022 11:00,6943,735,27.46,362,7.13,966,2618,6929,960,72.54,3835,322.2,11552.67,12224.66,76.85
14.1.2022 12:00,6883,713,26.24,359,7.2,993,2590,6935,968,77.776,3834,322.1,11570.976,12137.34,68.38
14.1.2022 13:00,6772,751,26.17,363,7.37,1000,2522,6933,984,56.707,3780,317.5,11503.077,12009.67,52.07
14.1.2022 14:00,6634,802,29.41,371,7.39,1015,2505,6932,985,20.735,3818,320.6,11465.125,11975.01,52.09
14.1.2022 15:00,6615,797,30.13,384,7.38,1094,2463,6932,992,1.854,4005,336,11490.234,12167.13,70
14.1.2022 16:00,6571,740,32.11,431,7.35,1252,2463,6934,994,0.17,4438,372.1,11650.52,12584.21,133.69
14.1.2022 17:00,6427,741,30.14,470,7.32,1307,2536,6933,1012,1.471,4730,396.5,11796.791,12794.64,141.68
14.1.2022 18:00,6186,728,32,465,7.33,1300,2478,6933,1045,2.165,4751,397.9,11765.495,12559.9,140.8
14.1.2022 19:00,5969,735,32.04,477,7.39,1056,2435,6934,1035,2.104,4582,383.6,11469.494,12178.64,70.02
14.1.2022 20:00,5750,742,31.06,467,7.4,928,2415,6936,997,2.096,4336,362.6,11285.496,11688.66,45.45
14.1.2022 21:00,5537,747,32.56,447,7.34,870,2381,6934,937,0.421,4155,347.1,11129.761,11265.66,44.21
14.1.2022 22:00,5373,738,32.52,439,7.31,848,2280,6933,831,0.085,3982,332.3,10899.395,10896.82,49.94
14.1.2022 23:00,5266,763,41.27,431,7.21,798,2185,6935,741,0.079,3800,316.8,10666.289,10618.07,20.47
15.1.2022 0:00,5210,770,97.55,423,7.21,775,2029,6935,674,0.078,3674,306,10420.288,10480.55,17.27
15.1.2022 1:00,5124,761,141.73,422,7.19,770,1954,6935,639,0.071,3589,298.6,10305.261,10336.33,16.79
15.1.2022 2:00,5100,754,148.96,413,7.17,786,1833,6934,634,0.07,3565,296.3,10194.24,10277.26,16.74
15.1.2022 3:00,5107,756,119.72,418,7.18,792,1714,6933,672,0.073,3575,297,10118.253,10272.72,17.35
15.1.2022 4:00,5109,753,101.72,446,7.15,797,1542,6933,703,0.076,3611,299.8,9982.226,10320.52,24.95
15.1.2022 5:00,5109,768,33.14,438,7.18,814,1341,6932,819,0.078,3675,305.2,9913.258,10328.34,50.07
15.1.2022 6:00,5314,749,32.67,455,7.13,960,1156,6932,931,0.088,3780,313.9,9986.218,10644.57,80.1
15.1.2022 7:00,5526,734,21.12,456,7.12,1192,1064,6931,973,0.098,3962,329.1,10167.218,11028.22,134.02
15.1.2022 8:00,5652,748,21.4,460,7.13,1305,996,6931,977,0.404,4183,347.7,10216.534,11412.1,149.97
15.1.2022 9:00,5763,740,21.2,485,7.15,1309,846,6930,986,6.285,4402,366.2,10084.435,11777.4,169.92
15.1.2022 10:00,5841,727,21.14,484,7.14,1306,726,6930,990,25.635,4485,373.5,9984.775,11931.64,203.52
15.1.2022 11:00,5833,717,21.08,471,7.14,1256,584,6930,995,38.257,4474,373.1,9810.397,11889.18,196.43
15.1.2022 12:00,5738,708,21.02,443,7.15,1262,496,6930,1006,31.549,4435,370,9732.699,11715.02,157.91
15.1.2022 13:00,5756,713,21.05,435,7.15,1276,522,6930,1027,14.504,4389,366.5,9776.654,11680.55,153.04
15.1.2022 14:00,5768,723,20.96,431,7.16,1291,683,6930,1033,5.413,4404,367.8,9949.573,11714.76,150.5
15.1.2022 15:00,5826,725,17.34,440,7.18,1381,829,6929,1024,2.021,4539,379.4,10172.201,11926.74,179.91
15.1.2022 16:00,5922,701,16.24,429,7.16,1383,1031,6909,1027,0.177,4873,407.4,10357.337,12348.64,220.89
15.1.2022 17:00,5862,675,17.03,435,7.24,1388,1183,6879,1039,0.184,5042,421.7,10496.424,12452.73,253.76
15.1.2022 18:00,5741,665,16.19,406,7.19,1376,1332,6902,1024,0.12,5012,419.2,10641.31,12259.39,209.84
15.1.2022 19:00,5617,668,17.55,415,7.16,1345,1542,6917,991,0.097,4807,402,10802.257,11926.55,153.67
15.1.2022 20:00,5474,664,18.04,421,7.2,1304,1702,6921,933,0.098,4536,379.2,10867.298,11492.24,144.95
15.1.2022 21:00,5336,658,17.51,410,7.2,983,1701,6927,936,0.098,4293,358.8,10554.298,11073.31,144.24
15.1.2022 22:00,5142,685,21.43,405,7.24,920,1686,6928,912,0.085,4076,340.4,10453.325,10669.83,124.98
15.1.2022 23:00,5059,730,28.31,388,7.66,830,1699,6929,792,0.086,3857,321.8,10257.746,10384.11,34.97
16.1.2022 0:00,5036,730,67.89,389,7.82,778,1807,6932,708,0.087,3679,306.8,10232.907,10208.69,18.05
16.1.2022 1:00,4969,753,80.41,399,8.37,922,1951,6932,660,0.084,3540,295,10473.454,10036.41,16.97
16.1.2022 2:00,4868,760,79.54,397,8.44,933,2121,6931,666,0.08,3460,288.3,10659.52,9852.84,16.54
16.1.2022 3:00,4825,755,72.77,386,8.49,884,2252,6931,683,0.084,3396,282.9,10758.574,9717.67,16
16.1.2022 4:00,4839,744,67.23,364,8.19,712,2369,6930,703,0.083,3359,279.8,10722.273,9653.03,16.94
16.1.2022 5:00,4884,739,60.39,364,8.23,719,2413,6930,729,0.09,3342,278.3,10799.32,9667.69,17.99
16.1.2022 6:00,5017,730,49.98,359,7.7,731,2479,6929,745,0.084,3365,280.5,10891.784,9801.48,17.97
16.1.2022 7:00,5158,740,50.01,366,7.47,729,2492,6927,752,0.098,3455,288,10907.568,10057.01,18.58
16.1.2022 8:00,5251,730,31.61,356,7.49,736,2573,6928,757,0.14,3627,302.7,11001.63,10298.31,16.85
16.1.2022 9:00,5324,719,28.75,364,7.47,746,2666,6928,774,0.687,3829,320,11122.157,10584.75,17.46
16.1.2022 10:00,5473,739,32.62,372,7.37,753,2691,6927,777,1.747,4018,336.1,11157.117,10970.72,17.53
16.1.2022 11:00,5597,713,41.86,358,7.1,755,2691,6927,772,2.946,4146,347.2,11155.046,11203.06,16.47
16.1.2022 12:00,5608,755,31.39,356,7.13,758,2672,6928,778,5.577,4210,352.8,11148.707,11313.19,16.29
16.1.2022 13:00,5589,745,23.91,369,7.14,755,2624,6930,786,4.841,4170,349.5,11106.981,11246.41,17.39
16.1.2022 14:00,5623,732,26.88,357,7.17,757,2546,6930,819,3.243,4154,348.3,11062.413,11241.18,17.27
16.1.2022 15:00,5758,734,26.39,336,7.13,786,2349,6929,830,1.478,4227,354.6,10902.608,11435.99,17.51
16.1.2022 16:00,5779,728,23.95,360,7.11,808,2246,6929,833,1.118,4476,375.4,10824.228,11742.35,23.97
16.1.2022 17:00,5825,701,26.7,398,7.13,811,2185,6929,839,1.124,4665,391.5,10772.254,12007.2,30.84
16.1.2022 18:00,5724,693,26.21,355,7.11,806,2335,6929,841,0.613,4647,390,10918.723,11835.21,23.96
16.1.2022 19:00,5634,697,26.37,335,7.13,791,2580,6931,827,0.094,4496,376.9,11136.224,11565.27,19.39
16.1.2022 20:00,5540,714,27.41,313,7.1,749,2709,6930,824,0.101,4275,358.1,11219.201,11227.51,17.96
16.1.2022 21:00,5400,717,25.61,294,7.18,742,2783,6930,815,0.091,4044,338.4,11277.271,10819.01,18.34
16.1.2022 22:00,5251,739,25.46,272,6.78,738,2637,6929,811,0.078,3764,314.5,11121.858,10365.96,17.2
16.1.2022 23:00,5142,761,25.46,260,4.69,727,2575,6931,803,0.08,3475,290.2,11040.77,9953.66,13.2
17.1.2022 0:00,5119,779,60.32,264,4.59,743,2451,6932,788,0.077,3295,274.9,10918.667,9792.22,14.95
17.1.2022 1:00,5079,778,75.98,268,4.52,751,2384,6933,767,0.075,3232,269.6,10839.595,9702.58,13.59
17.1.2022 2:00,5112,780,76.01,272,4.4,744,2442,6934,755,0.102,3278,273.2,10879.502,9791.21,12.03
17.1.2022 3:00,5213,791,76.64,279,4.4,744,2498,6932,759,0.104,3369,280.7,10937.504,10009.34,10.09
17.1.2022 4:00,5302,840,75.32,278,4.38,738,2452,6931,789,0.107,3485,290.2,10914.487,10270.52,12.83
17.1.2022 5:00,5682,797,34.23,295,4.48,702,2425,6934,833,0.107,3662,304.8,10898.587,10775.03,17.12
17.1.2022 6:00,6393,856,30.04,329,4.4,726,2417,6933,943,0.12,3944,328.6,11023.52,11880.64,17.78
17.1.2022 7:00,7078,834,29.44,359,6.26,879,2560,6933,1019,0.122,4225,352.4,11397.382,12877.84,67.58
17.1.2022 8:00,7362,846,31.67,359,6.77,923,2628,6936,1013,0.321,4300,359.1,11507.091,13257.77,70.48
17.1.2022 9:00,7411,802,33.2,349,6.66,942,2570,6935,985,7.132,4279,357.9,11445.792,13232.1,72.15
17.1.2022 10:00,7363,747,35.82,341,6.8,912,2407,6934,986,35.243,4217,353.1,11281.043,13056.92,76.83
17.1.2022 11:00,7268,739,34.47,329,7.3,926,2285,6934,970,69.15,4156,348.5,11191.45,12874.97,76.47
17.1.2022 12:00,7218,738,35.58,321,7.43,899,2020,6935,959,81.028,4108,344.9,10901.458,12765.48,71.54
17.1.2022 13:00,7176,750,23.72,313,7.51,973,1774,6936,959,61.379,3996,335.6,10710.889,12594.32,88.87
17.1.2022 14:00,7196,727,20.32,339,7.46,1036,1805,6935,976,24.305,3986,334.7,10783.765,12603.02,101.17
17.1.2022 15:00,7180,718,20.32,369,7.59,1278,1962,6930,1006,2.597,4164,349.5,11186.187,12800.82,131.59
17.1.2022 16:00,7069,713,18.68,397,7.57,1351,2106,6928,1014,0.222,4626,388,11406.792,13211.68,144.87
17.1.2022 17:00,6961,735,16.34,447,7.54,1385,2131,6927,1009,0.257,4973,417,11459.797,13549.34,150.62
17.1.2022 18:00,6673,743,17.76,440,7.67,1388,2165,6928,1028,0.187,4985,417.6,11516.857,13276.36,149.96
17.1.2022 19:00,6481,754,13.25,439,7.62,1376,2080,6928,1057,0.137,4846,405.4,11448.757,12938.65,144.76
17.1.2022 20:00,6327,746,12.57,469,7.56,1220,1994,6926,1076,0.146,4654,389,11223.706,12597.57,143.57
17.1.2022 21:00,6085,748,12.39,478,7.7,1010,1924,6927,1089,0.131,4432,370,10957.831,12125.39,138.39
17.1.2022 22:00,5820,741,12.6,435,7.66,1055,1735,6927,1096,0.124,4181,348.4,10820.784,11538,136.03
17.1.2022 23:00,5620,753,12.28,442,7.6,894,1586,6933,1072,0.109,3929,326.8,10492.709,11083.08,80.07
18.1.2022 0:00,5514,761,12.18,435,7.59,841,1355,6929,1003,0.111,3789,314.8,10135.701,10825.98,79.82
18.1.2022 1:00,5362,763,13.38,448,7.62,833,1176,6927,981,0.115,3718,308.7,9924.735,10613.08,87.68
18.1.2022 2:00,5307,760,13.4,439,7.65,883,893,6927,991,0.109,3722,308.7,9701.759,10550.1,91.37
18.1.2022 3:00,5322,762,14.48,416,7.66,949,869,6926,991,0.117,3758,311.6,9742.777,10584.08,92.96
18.1.2022 4:00,5380,811,14.53,383,7.6,943,912,6923,1010,0.105,3823,316.9,9795.705,10728.43,100.37
18.1.2022 5:00,5725,737,14.79,408,7.63,1017,1069,6922,1071,0.113,3964,328.7,10086.743,11177.49,145.35
18.1.2022 6:00,6506,735,16.16,448,7.55,1322,1367,6923,1115,0.114,4233,351.3,10734.664,12289.46,168.14
18.1.2022 7:00,7181,695,16.82,432,7.43,1428,1546,6928,1130,0.167,4493,373.3,11039.597,13191.12,267.14
18.1.2022 8:00,7457,737,17.3,464,7.43,1461,1633,6931,1128,0.41,4542,378,11160.84,13595.3,287.33
18.1.2022 9:00,7403,701,16.18,461,7.44,1459,1770,6932,1129,7.254,4480,373.4,11304.694,13434.58,248.06
18.1.2022 10:00,7359,720,12.34,453,7.46,1428,1782,6933,1125,22.588,4350,363.1,11298.048,13257.44,200.09
18.1.2022 11:00,7245,702,12.96,468,7.47,1371,1663,6931,1114,40.803,4250,355.2,11127.273,13033.16,168.37
18.1.2022 12:00,7190,726,12.95,529,7.48,1451,1650,6931,1102,28.989,4188,350.4,11170.469,12996.35,152.9
18.1.2022 13:00,7156,736,13.25,507,7.52,1442,1827,6930,1103,13.36,4095,342.8,11322.88,12850.05,151.18
18.1.2022 14:00,7194,742,13.5,469,7.47,1427,1981,6931,1105,5.843,4095,342.8,11457.313,12856.3,149.54
18.1.2022 15:00,7177,719,13.66,464,7.46,1430,2106,6930,1105,0.524,4231,354.4,11578.984,12959.06,148.94
18.1.2022 16:00,7077,734,16.39,479,7.58,1444,2254,6929,1115,0.17,4566,382.6,11749.75,13254.99,150.26
18.1.2022 17:00,6922,672,15.59,490,7.42,1440,2229,6929,1107,0.153,4830,405.1,11712.573,13334.69,151.09
18.1.2022 18:00,6685,689,15.35,464,7.52,1405,2272,6929,1110,0.131,4802,402.8,11723.651,13058.15,147.91
18.1.2022 19:00,6436,710,16.04,456,7.46,1394,2204,6931,1109,0.21,4649,389.7,11645.67,12656.74,143.77
18.1.2022 20:00,6206,726,16.42,475,7.52,1338,2204,6931,1096,0.211,4431,371.1,11576.731,12225.52,127.43
18.1.2022 21:00,5948,765,16.37,455,7.54,1247,2241,6931,1037,0.211,4179,349.6,11463.751,11712.97,104.96
18.1.2022 22:00,5724,766,17.34,403,7.4,1114,2246,6933,982,0.209,3885,324.6,11282.609,11119.94,96.13
18.1.2022 23:00,5472,749,19.9,378,7.04,800,2310,6928,854,0.199,3585,299.4,10899.239,10503.3,23.04
19.1.2022 0:00,5376,744,25.37,385,7.08,762,2414,6927,740,0.2,3391,283.1,10850.28,10204.47,15.27
19.1.2022 1:00,5263,752,28.62,372,6.98,751,2492,6931,674,0.202,3280,273.6,10855.182,9969.22,15.1
19.1.2022 2:00,5225,741,24.88,351,7,742,2565,6931,683,0.197,3227,269.2,10928.197,9838.08,14.85
19.1.2022 3:00,5193,761,26.24,347,6.92,743,2628,6931,683,0.202,3210,267.7,10992.122,9804.94,14.7
19.1.2022 4:00,5235,813,25.74,353,6.93,693,2636,6930,700,0.204,3230,269.3,10966.134,9926.04,14.72
19.1.2022 5:00,5539,776,26.73,341,6.94,645,2631,6929,747,0.215,3339,278.4,10959.155,10300.13,14.92
19.1.2022 6:00,6243,807,27.05,379,6.92,707,2681,6929,830,0.223,3561,297.1,11154.143,11314.15,25.54
19.1.2022 7:00,6785,742,25.25,390,6.93,836,2702,6930,890,0.255,3802,317.7,11365.185,12061.95,85
19.1.2022 8:00,7013,742,24.32,393,6.95,887,2721,6931,938,0.306,3848,322,11484.256,12342.32,89.56
19.1.2022 9:00,7074,757,25.08,389,6.92,969,2724,6930,925,0.785,3817,319.8,11555.705,12381.88,69.28
19.1.2022 10:00,7052,754,23.04,391,6.88,975,2703,6928,917,1.7,3813,319.8,11531.58,12352.84,70.04
19.1.2022 11:00,7017,751,22,386,6.95,972,2711,6924,901,3.109,3845,322.9,11518.059,12343.9,66.54
19.1.2022 12:00,6997,731,22.83,397,6.98,954,2716,6923,873,2.419,3899,327.6,11475.399,12374.43,43.13
19.1.2022 13:00,7000,746,23.38,394,6.93,942,2728,6928,848,1.157,3848,323.2,11454.087,12334.58,25.45
19.1.2022 14:00,6944,740,22.67,399,7,912,2737,6931,821,0.493,3840,322.4,11408.493,12268.07,18.25
19.1.2022 15:00,6987,762,22.19,396,6.91,910,2697,6931,815,0.229,3968,333.1,11360.139,12468.29,23.43
19.1.2022 16:00,6805,755,22.15,379,6.9,934,2663,6930,839,0.166,4267,358.2,11373.066,12586.35,36.66
